Name,Platform,Year,Genre,Publisher,NA_Sales(millions),EU_Sales(millions),JP_Sales(millions),Other_Sales(millions),Global_Sales(millions)
Disgaea 5: Alliance of Vengeance,PS4,2015,Role-Playing,Nippon Ichi Software,0.1,0.08,0.06,0.04,0.27
Final Fantasy Type-0,XOne,2015,Role-Playing,Square Enix,0.15,0.07,0,0.02,0.25
The Legend of Legacy,3DS,2015,Role-Playing,FuRyu,0.11,0.02,0.1,0.01,0.25
Stella Glow,3DS,2015,Role-Playing,Atlus,0.16,0.01,0.05,0.02,0.24
Etrian Mystery Dungeon,3DS,2015,Role-Playing,Nippon Ichi Software,0.09,0.01,0.12,0.01,0.23
Sword Art Online: Lost Song,PS4,2015,Role-Playing,Namco Bandai Games,0.09,0.1,0,0.04,0.23
Dark Souls II,XOne,2015,Role-Playing,Namco Bandai Games,0.13,0.07,0,0.02,0.22
Shin Megami Tensei x Fire Emblem,WiiU,2015,Role-Playing,Nintendo,0.1,0.04,0.06,0.01,0.22
Lords of the Fallen,XOne,2014,Role-Playing,Square Enix,0.1,0.1,0,0.02,0.22
Atelier Shallie: Alchemists of the Dusk Sea,PS3,2014,Role-Playing,Tecmo Koei,0.06,0.05,0.08,0.02,0.2
South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0,0.02,0.2
Bound By Flame,PS4,2014,Role-Playing,Focus Home Interactive,0.07,0.08,0,0.04,0.19
Hyperdevotion Noire: Goddess Black Heart,PSV,2014,Role-Playing,Idea Factory,0.08,0.02,0.06,0.03,0.19
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,0.07,0.03,0.05,0.03,0.18
Odin Sphere: Leifthrasir,PS4,2016,Role-Playing,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18
Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0,0.02,0.18
Disgaea 4: A Promise Unforgotten,PSV,2014,Role-Playing,Nippon Ichi Software,0.04,0.04,0.08,0.02,0.18
Valkyria Chronicles,PS4,2016,Role-Playing,Sega,0.06,0.04,0.05,0.02,0.17
Wildstar,PC,2014,Role-Playing,NCSoft,0.08,0.07,0,0.02,0.17
Project X Zone 2: Brave New World,3DS,2015,Role-Playing,Namco Bandai Games,0.04,0.04,0.08,0.01,0.17
Ar Nosurge: Ode to an Unborn Star,PS3,2014,Role-Playing,Tecmo Koei,0.05,0.04,0.06,0.02,0.16
The Legend of Heroes: Trails of Cold Steel II,PSV,2014,Role-Playing,Nippon Ichi Software,0.02,0,0.13,0.01,0.15
Odin Sphere: Leifthrasir,PSV,2016,Role-Playing,Nippon Ichi Software,0.02,0.03,0.08,0.02,0.15
Deus Ex: Mankind Divided,XOne,2016,Role-Playing,Square Enix,0.08,0.06,0,0.01,0.15
Lost Dimension,PSV,2014,Role-Playing,Nippon Ichi Software,0.07,0.03,0.02,0.03,0.14
Operation Abyss: New Tokyo Legacy,PSV,2014,Role-Playing,Nippon Ichi Software,0.04,0.01,0.06,0.02,0.13
Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.05,0.02,0.02,0.12
Makai Shin Trillion,PSV,2014,Role-Playing,Idea Factory,0.02,0.02,0.06,0.01,0.12
Tokyo Twilight Ghost Hunters,PSV,2014,Role-Playing,Aksys Games,0.06,0.01,0.02,0.02,0.12
Sword Art Online: Hollow Fragment,PS4,2015,Role-Playing,Namco Bandai Games,0,0.1,0,0.02,0.12
Digimon Story: Cyber Sleuth,PS4,2016,Role-Playing,Namco Bandai Games,0,0.09,0,0.02,0.11
Child of Light,PSV,2014,Role-Playing,Ubisoft,0,0.07,0.02,0.02,0.11
Risen 3: Titan Lords,PS3,2014,Role-Playing,Deep Silver,0.02,0.06,0,0.02,0.1
Wasteland 2,PS4,2015,Role-Playing,Deep Silver,0.07,0,0.01,0.02,0.1
Atelier Sophie: The Alchemist of the Mysterious Book,PS4,2015,Role-Playing,Tecmo Koei,0.01,0.02,0.06,0.01,0.1
Wasteland 2,PC,2015,Role-Playing,inXile Entertainment,0.02,0.06,0,0.01,0.1
Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1
Risen 3: Titan Lords,PC,2014,Role-Playing,Deep Silver,0,0.08,0,0.01,0.09
Etrian Odyssey 2 Untold: Knight of Fafnir,3DS,2014,Role-Playing,Atlus,0.07,0.02,0,0.01,0.09
Natural Doctrine,PSV,2014,Role-Playing,Nippon Ichi Software,0.03,0.02,0.03,0.01,0.08
Risen 3: Titan Lords,X360,2014,Role-Playing,Deep Silver,0.02,0.06,0,0.01,0.08
The Witch and the Hundred Knight,PS4,2015,Role-Playing,Nippon Ichi Software,0.02,0.01,0.05,0.01,0.08
Lost Dimension,PS3,2014,Role-Playing,Nippon Ichi Software,0.05,0.01,0,0.01,0.08
Grand Kingdom,PSV,2015,Role-Playing,Nippon Ichi Software,0.01,0.02,0.04,0.01,0.07
Divinity: Original Sin,XOne,2015,Role-Playing,Focus Home Interactive,0.04,0.02,0,0.01,0.07
Transformer: Rise of the Dark Spark (3DS),3DS,2014,Role-Playing,Activision,0.05,0.01,0,0.01,0.07
Risen 3: Titan Lords,PS4,2015,Role-Playing,Deep Silver,0,0.05,0,0.01,0.06
Odin Sphere: Leifthrasir,PS3,2016,Role-Playing,Nippon Ichi Software,0.01,0.02,0.03,0.01,0.06
Sacred 3,X360,2014,Role-Playing,Deep Silver,0.03,0.03,0,0.01,0.06
Tokyo Twilight Ghost Hunters,PS3,2014,Role-Playing,Aksys Games,0.03,0,0.02,0.01,0.06
Arcania: Gothic 4,PS4,2015,Role-Playing,Nordic Games,0.04,0,0,0.01,0.05
Natural Doctrine,PS3,2014,Role-Playing,Nippon Ichi Software,0.03,0.01,0.01,0.01,0.05
Stranger of Sword City,PSV,2015,Role-Playing,Nippon Ichi Software,0.02,0.02,0,0.01,0.05
The Technomancer,PS4,2016,Role-Playing,Focus Home Interactive,0.01,0.03,0,0.01,0.05
Ragnarok Odyssey,PS3,2014,Role-Playing,GungHo,0.03,0.01,0,0.01,0.04
Call of Duty: Black Ops 3,PS4,2015,Shooter,Activision,5.77,5.81,0.35,2.31,14.24
Star Wars Battlefront (2015),PS4,2015,Shooter,Electronic Arts,2.93,3.29,0.22,1.23,7.67
Call of Duty: Advanced Warfare,PS4,2014,Shooter,Activision,2.8,3.3,0.14,1.37,7.6
Call of Duty: Black Ops 3,XOne,2015,Shooter,Activision,4.52,2.09,0.01,0.67,7.3
Destiny,PS4,2014,Shooter,Activision,2.49,2.05,0.16,0.96,5.65
Call of Duty: Advanced Warfare,XOne,2014,Shooter,Activision,3.21,1.53,0.01,0.38,5.13
Splatoon,WiiU,2015,Shooter,Nintendo,1.55,1.15,1.44,0.43,4.57
Call of Duty: Advanced Warfare,PS3,2014,Shooter,Activision,1.54,1.94,0.19,0.77,4.45
Call of Duty: Advanced Warfare,X360,2014,Shooter,Activision,2.75,1.18,0,0.37,4.31
Halo 5: Guardians,XOne,2015,Shooter,Microsoft Game Studios,2.64,1.2,0.03,0.39,4.26
Uncharted 4: A Thief's End,PS4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
Far Cry 4,PS4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03
Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61
Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49
Destiny,XOne,2014,Shooter,Activision,2.13,0.92,0,0.23,3.28
Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,2.38,0.32,0,0.31,3
Titanfall,XOne,2014,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9
Tom Clancy's Rainbow Six: Siege,PS4,2015,Shooter,Ubisoft,0.54,1.16,0.13,0.32,2.15
Battlefield: Hardline,PS4,2015,Shooter,Electronic Arts,0.7,0.93,0.14,0.32,2.09
Tom Clancy's The Division,XOne,2016,Shooter,Ubisoft,1.2,0.62,0,0.18,2.01
Destiny,X360,2014,Shooter,Activision,1.3,0.49,0,0.16,1.95
Destiny: The Taken King,PS4,2015,Shooter,Activision,0.77,0.78,0.04,0.31,1.91
Call of Duty: Black Ops 3,PS3,2015,Shooter,Activision,0.49,0.96,0.07,0.27,1.79
Call of Duty: Black Ops 3,X360,2015,Shooter,Activision,1.11,0.48,0,0.16,1.76
Destiny,PS3,2014,Shooter,Activision,0.67,0.66,0.12,0.27,1.73
Overwatch,PS4,2016,Shooter,Activision,0.64,0.68,0.14,0.26,1.73
The Order: 1886,PS4,2015,Shooter,Sony Computer Entertainment,0.61,0.78,0.06,0.27,1.72
Far Cry 4,XOne,2014,Shooter,Ubisoft,0.79,0.68,0.01,0.13,1.61
Wolfenstein: The New Order,PS4,2014,Shooter,Bethesda Softworks,0.47,0.8,0.03,0.29,1.58
Far Cry 4,PS3,2014,Shooter,Ubisoft,0.33,0.79,0.08,0.23,1.44
Doom (2016),PS4,2016,Shooter,Bethesda Softworks,0.49,0.66,0.02,0.22,1.39
Titanfall,X360,2014,Shooter,Electronic Arts,0.87,0.38,0.02,0.11,1.38
Tom Clancy's Rainbow Six: Siege,XOne,2015,Shooter,Ubisoft,0.73,0.44,0,0.12,1.29
Battlefield: Hardline,XOne,2015,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.2
Destiny: The Taken King,XOne,2015,Shooter,Activision,0.82,0.23,0,0.11,1.17
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,0.51,0.54,0,0.1,1.16
Alien: Isolation,PS4,2014,Shooter,Sega,0.34,0.56,0.04,0.19,1.13
Sunset Overdrive,XOne,2014,Shooter,Microsoft Game Studios,0.62,0.4,0,0.08,1.11
Far Cry 4,X360,2014,Shooter,Ubisoft,0.45,0.44,0,0.08,0.98
Evolve,PS4,2015,Shooter,Take-Two Interactive,0.35,0.41,0.05,0.15,0.95
Overwatch,XOne,2016,Shooter,Activision,0.52,0.25,0,0.08,0.85
Borderlands: The Handsome Collection,PS4,2015,Shooter,Take-Two Interactive,0.36,0.32,0.03,0.14,0.84
Borderlands 2,PSV,2014,Shooter,Take-Two Interactive,0.43,0.21,0.01,0.19,0.83
Plants vs. Zombies: Garden Warfare,PS3,2014,Shooter,Electronic Arts,0.22,0.4,0.01,0.14,0.76
Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,0.46,0.22,0.01,0.06,0.75
Plants vs. Zombies: Garden Warfare,XOne,2014,Shooter,Electronic Arts,0.39,0.23,0,0.06,0.68
Sniper Elite 3,PS4,2014,Shooter,505 Games,0.22,0.33,0,0.13,0.68
Doom (2016),XOne,2016,Shooter,Bethesda Softworks,0.39,0.23,0,0.06,0.68
Wolfenstein: The New Order,XOne,2014,Shooter,Bethesda Softworks,0.33,0.28,0,0.06,0.67
Borderlands: The Pre-Sequel,PS3,2014,Shooter,Take-Two Interactive,0.25,0.26,0.05,0.11,0.67
Far Cry 4,PC,2014,Shooter,Ubisoft,0.15,0.42,0,0.05,0.62
Evolve,XOne,2015,Shooter,Take-Two Interactive,0.36,0.2,0,0.06,0.62
Plants vs. Zombies: Garden Warfare,PS4,2014,Shooter,Electronic Arts,0.21,0.29,0.01,0.11,0.61
Titanfall,PC,2014,Shooter,Electronic Arts,0.21,0.3,0,0.07,0.58
Star Wars Battlefront (2015),PC,2015,Shooter,Electronic Arts,0.13,0.37,0,0.04,0.54
Wolfenstein: The New Order,PS3,2014,Shooter,Bethesda Softworks,0.14,0.25,0.02,0.09,0.51
Alien: Isolation,XOne,2014,Shooter,Sega,0.22,0.24,0,0.04,0.5
Battlefield: Hardline,PS3,2015,Shooter,Electronic Arts,0.12,0.23,0.07,0.07,0.49
Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.12,0.29,0,0.05,0.46
Plants vs. Zombies: Garden Warfare 2,PS4,2016,Shooter,Electronic Arts,0.17,0.21,0,0.07,0.45
Plants vs. Zombies: Garden Warfare 2,XOne,2016,Shooter,Electronic Arts,0.26,0.15,0,0.04,0.44
Overwatch,PC,2016,Shooter,Activision,0.22,0.18,0,0.04,0.43
Destiny: The Taken King,PS3,2015,Shooter,Activision,0.16,0.17,0.02,0.06,0.41
Wolfenstein: The New Order,X360,2014,Shooter,Bethesda Softworks,0.18,0.19,0,0.04,0.41
Call of Duty: Advanced Warfare,PC,2014,Shooter,Activision,0.14,0.23,0,0.04,0.41
Borderlands: The Handsome Collection,XOne,2015,Shooter,Take-Two Interactive,0.24,0.13,0,0.04,0.41
Destiny: The Taken King,X360,2015,Shooter,Activision,0.22,0.12,0,0.03,0.38
Alien: Isolation,PS3,2014,Shooter,Sega,0.12,0.19,0,0.07,0.37
Tom Clancy's The Division,PC,2016,Shooter,Ubisoft,0.2,0.14,0,0.03,0.37
Star Fox: Zero,WiiU,2016,Shooter,Nintendo,0.16,0.1,0.07,0.03,0.35
Battlefield: Hardline,X360,2015,Shooter,Electronic Arts,0.17,0.14,0,0.03,0.34
Sniper Elite 3,XOne,2014,Shooter,505 Games,0.19,0.11,0,0.03,0.33
Sniper Elite 3,X360,2014,Shooter,505 Games,0.16,0.14,0,0.03,0.32
Sniper Elite 3,PS3,2014,Shooter,505 Games,0.1,0.15,0,0.06,0.31
Homefront: The Revolution,PS4,2016,Shooter,Deep Silver,0.05,0.19,0.03,0.04,0.31
Alien: Isolation,X360,2014,Shooter,Sega,0.15,0.13,0,0.03,0.3
Borderlands: The Pre-Sequel,PC,2014,Shooter,Take-Two Interactive,0.11,0.15,0,0.03,0.29
Payday 2,PS4,2015,Shooter,505 Games,0.09,0.14,0,0.04,0.27
Call of Duty: Black Ops 3,PC,2015,Shooter,Activision,0,0.22,0,0.01,0.23
Battleborn,PS4,2016,Shooter,Take-Two Interactive,0.09,0.08,0.01,0.04,0.22
Tom Clancy's Rainbow Six: Siege,PC,2015,Shooter,Ubisoft,0.12,0.08,0,0.02,0.22
BioShock The Collection,PS4,2016,Shooter,Take-Two Interactive,0.05,0.11,0.01,0.03,0.2
Zombie Army Trilogy,PS4,2015,Shooter,Rebellion Developments,0.04,0.12,0,0.03,0.2
Evolve,PC,2015,Shooter,Take-Two Interactive,0.07,0.1,0,0.01,0.18
Doom (2016),PC,2016,Shooter,Bethesda Softworks,0.06,0.1,0,0.01,0.18
Payday 2,XOne,2015,Shooter,505 Games,0.08,0.07,0,0.01,0.17
Alien: Isolation,PC,2014,Shooter,Sega,0,0.13,0,0.01,0.15
Battlefield: Hardline,PC,2015,Shooter,Electronic Arts,0,0.13,0,0.01,0.14
Battleborn,XOne,2016,Shooter,Take-Two Interactive,0.08,0.04,0,0.01,0.13
Homefront: The Revolution,XOne,2016,Shooter,Deep Silver,0.05,0.07,0,0.01,0.12
Zombie Army Trilogy,XOne,2015,Shooter,Rebellion Developments,0.04,0.05,0,0.01,0.1
BioShock The Collection,XOne,2016,Shooter,Take-Two Interactive,0.03,0.04,0,0.01,0.08
Battleborn,PC,2016,Shooter,Take-Two Interactive,0.03,0.03,0,0.01,0.07
Enemy Front,PS3,2014,Shooter,City Interactive,0.01,0.05,0,0.01,0.07
Resident Evil 6,PS4,2016,Shooter,Capcom,0.05,0,0,0.01,0.07
Destiny: The Collection,PS4,2016,Shooter,Activision,0.01,0.04,0,0.01,0.06
Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015,Shooter,Xseed Games,0.02,0.02,0,0.01,0.05
Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.03,0,0,0.01,0.03
Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,0.47,1,1.39,0.12,2.98
The Sims 4,PC,2014,Simulation,Electronic Arts,0.96,1.72,0,0.29,2.97
Farming Simulator 2015,PC,2014,Simulation,Focus Home Interactive,0.08,1.02,0,0.13,1.23
Football Manager 2015,PC,2014,Simulation,Sega,0,0.43,0,0.05,0.48
Farming Simulator 2015,PS3,2015,Simulation,Koch Media,0.11,0.28,0,0.07,0.46
Farming Simulator 2015,X360,2015,Simulation,Koch Media,0.21,0.16,0,0.04,0.41
Story of Seasons,3DS,2014,Simulation,Nintendo,0,0.13,0.26,0.01,0.4
Farming Simulator 2015,PS4,2015,Simulation,Koch Media,0.1,0.2,0,0.05,0.35
Football Manager 2016,PC,2015,Simulation,Sega,0,0.29,0,0.02,0.31
Tropico 5,PS4,2015,Simulation,Kalypso Media,0.05,0.16,0.05,0.04,0.3
The Sims 4: Get Together,PC,2015,Simulation,Electronic Arts,0.05,0.13,0,0.01,0.19
Farming Simulator 2015,XOne,2015,Simulation,Koch Media,0.1,0.07,0,0.02,0.19
Harvest Moon: The Lost Valley,3DS,2014,Simulation,Natsume,0.12,0.02,0,0.01,0.15
Return to PopoloCrois: A Story of Seasons Fairytale,3DS,2015,Simulation,Marvelous Entertainment,0.04,0,0.1,0.01,0.15
Cities: Skylines,PC,2015,Simulation,Paradox Interactive,0,0.13,0,0.01,0.14
Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.08,0,0.01,0.12
Tropico 5,X360,2014,Simulation,Kalypso Media,0.03,0.04,0,0.01,0.07
FIFA 16,PS4,2015,Sports,Electronic Arts,1.11,6.06,0.06,1.26,8.49
FIFA 15,PS4,2014,Sports,Electronic Arts,0.79,4.29,0.05,1.47,6.59
FIFA 15,PS3,2014,Sports,Electronic Arts,0.57,3.14,0.04,1.07,4.82
FIFA 17,PS4,2016,Sports,Electronic Arts,0.28,3.75,0.06,0.69,4.77
NBA 2K16,PS4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85
FIFA 16,XOne,2015,Sports,Electronic Arts,0.88,2.11,0,0.23,3.23
Madden NFL 16,PS4,2015,Sports,Electronic Arts,2.33,0.3,0,0.59,3.22
FIFA 15,X360,2014,Sports,Electronic Arts,0.78,2.02,0,0.3,3.11
FIFA 16,PS3,2015,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85
Madden NFL 16,XOne,2015,Sports,Electronic Arts,2.07,0.08,0,0.26,2.4
NBA 2K15,PS4,2014,Sports,Take-Two Interactive,1.46,0.54,0.01,0.37,2.38
NBA 2K16,XOne,2015,Sports,Take-Two Interactive,1.93,0.14,0,0.24,2.32
FIFA 15,XOne,2014,Sports,Electronic Arts,0.6,1.41,0,0.14,2.15
Madden NFL 15,PS4,2014,Sports,Electronic Arts,1.53,0.25,0,0.25,2.03
Madden NFL 15,X360,2014,Sports,Electronic Arts,1.76,0.09,0,0.17,2.02
NBA 2K15,XOne,2014,Sports,Take-Two Interactive,1.36,0.18,0,0.15,1.69
FIFA 16,X360,2015,Sports,Electronic Arts,0.55,1.01,0,0.13,1.69
NBA 2K15,X360,2014,Sports,Take-Two Interactive,1.33,0.14,0,0.15,1.63
FIFA 17,XOne,2016,Sports,Electronic Arts,0.17,1.26,0,0.1,1.53
Madden NFL 15,XOne,2014,Sports,Electronic Arts,1.3,0.09,0,0.12,1.51
Madden NFL 15,PS3,2014,Sports,Electronic Arts,1.07,0.15,0,0.19,1.41
NBA 2K15,PS3,2014,Sports,Take-Two Interactive,0.86,0.27,0.02,0.22,1.36
Madden NFL 17,PS4,2016,Sports,Electronic Arts,0.92,0.08,0,0.23,1.23
WWE 2K16,PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0,0.19,1.2
NBA 2K17,PS4,2016,Sports,Take-Two Interactive,0.83,0.14,0,0.22,1.19
WWE 2K15,PS4,2014,Sports,Take-Two Interactive,0.38,0.56,0,0.19,1.13
EA Sports UFC,PS4,2014,Sports,Electronic Arts,0.46,0.4,0.01,0.17,1.04
Madden NFL 16,X360,2015,Sports,Electronic Arts,0.82,0.05,0,0.1,0.98
NBA 2K16,X360,2015,Sports,Take-Two Interactive,0.77,0.1,0,0.1,0.97
MLB 15: The Show,PS4,2015,Sports,Sony Computer Entertainment,0.67,0.08,0,0.17,0.92
EA Sports UFC 2,PS4,2016,Sports,Electronic Arts,0.28,0.47,0,0.14,0.89
WWE 2K15,PS3,2014,Sports,Take-Two Interactive,0.36,0.35,0,0.14,0.85
FIFA 15,PSV,2014,Sports,Electronic Arts,0.13,0.48,0.04,0.19,0.84
Madden NFL 17,XOne,2016,Sports,Electronic Arts,0.72,0.02,0,0.09,0.82
Madden NFL 16,PS3,2015,Sports,Electronic Arts,0.56,0.11,0,0.15,0.82
NBA 2K16,PS3,2015,Sports,Take-Two Interactive,0.44,0.19,0.03,0.13,0.8
Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,0.13,0.42,0.13,0.1,0.78
Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,0.09,0.43,0.11,0.13,0.76
FIFA 15,Wii,2014,Sports,Electronic Arts,0.24,0.46,0,0.06,0.76
2014 FIFA World Cup Brazil,PS3,2014,Sports,Electronic Arts,0.15,0.39,0.01,0.16,0.71
WWE 2K15,X360,2014,Sports,Take-Two Interactive,0.38,0.26,0,0.06,0.69
MLB 14: The Show,PS4,2014,Sports,Sony Computer Entertainment America,0.58,0,0,0.07,0.65
NBA 2K17,XOne,2016,Sports,Take-Two Interactive,0.54,0.04,0,0.07,0.64
Pro Evolution Soccer 2015,PS3,2014,Sports,Konami Digital Entertainment,0.1,0.23,0.22,0.08,0.62
NHL 16,PS4,2015,Sports,Electronic Arts,0.35,0.15,0,0.11,0.61
NHL 15,PS4,2014,Sports,Electronic Arts,0.3,0.18,0,0.1,0.58
Kinect Sports Rivals,XOne,2014,Sports,Microsoft Game Studios,0.3,0.22,0.02,0.04,0.58
WWE 2K16,XOne,2015,Sports,Take-Two Interactive,0.31,0.22,0,0.05,0.58
WWE 2K16,PS3,2015,Sports,Take-Two Interactive,0.21,0.27,0,0.09,0.58
WWE 2K15,XOne,2014,Sports,Take-Two Interactive,0.28,0.23,0,0.04,0.56
WWE 2K16,X360,2015,Sports,Take-Two Interactive,0.27,0.19,0,0.04,0.5
Mario Golf: World Tour,3DS,2014,Sports,Nintendo,0.15,0.14,0.17,0.03,0.48
2014 FIFA World Cup Brazil,X360,2014,Sports,Electronic Arts,0.14,0.28,0,0.04,0.47
NHL 16,XOne,2015,Sports,Electronic Arts,0.37,0.05,0,0.05,0.47
NHL 15,X360,2014,Sports,Electronic Arts,0.35,0.07,0,0.04,0.47
EA Sports UFC,XOne,2014,Sports,Electronic Arts,0.3,0.12,0,0.04,0.46
Pro Evolution Soccer 2016,PS3,2015,Sports,Konami Digital Entertainment,0.08,0.18,0.15,0.05,0.45
FIFA 15,3DS,2014,Sports,Electronic Arts,0.09,0.33,0,0.03,0.45
Mario Tennis Ultra Smash,WiiU,2015,Sports,Nintendo,0.13,0.16,0.13,0.03,0.45
NHL 15,XOne,2014,Sports,Electronic Arts,0.31,0.06,0,0.03,0.4
EA Sports UFC 2,XOne,2016,Sports,Electronic Arts,0.23,0.14,0,0.04,0.4
Wii Sports Club,WiiU,2014,Sports,Nintendo,0.19,0.14,0.04,0.03,0.4
MLB 15: The Show,PS3,2015,Sports,Sony Computer Entertainment,0.3,0.01,0,0.07,0.39
MLB 14: The Show,PS3,2014,Sports,Sony Computer Entertainment America,0.35,0,0,0.04,0.39
NHL 15,PS3,2014,Sports,Electronic Arts,0.21,0.11,0,0.06,0.38
FIFA 17,PS3,2016,Sports,Electronic Arts,0.02,0.29,0.01,0.05,0.38
FIFA 15,PC,2014,Sports,Electronic Arts,0,0.27,0,0.03,0.3
Pro Evolution Soccer 2017,PS4,2016,Sports,Konami Digital Entertainment,0.01,0.16,0.09,0.03,0.28
UEFA Euro 2016,PS4,2016,Sports,Konami Digital Entertainment,0,0.21,0.03,0.03,0.28
NBA Live 15,PS4,2014,Sports,Electronic Arts,0.15,0.04,0,0.04,0.23
Rocket League,PS4,2016,Sports,505 Games,0.02,0.14,0,0.07,0.23
NBA Live 15,XOne,2014,Sports,Electronic Arts,0.17,0.02,0,0.02,0.2
NHL 17,PS4,2016,Sports,Electronic Arts,0.13,0.04,0,0.04,0.2
Tony Hawk's Pro Skater 5,PS4,2015,Sports,Activision,0.09,0.08,0,0.03,0.2
FIFA 16,PC,2015,Sports,Electronic Arts,0.04,0.13,0,0.01,0.18
FIFA 17,X360,2016,Sports,Electronic Arts,0.03,0.13,0,0.01,0.18
NBA Live 16,PS4,2015,Sports,Electronic Arts,0.1,0.04,0,0.03,0.17
NASCAR '15,X360,2015,Sports,Deep Silver,0.15,0,0,0.02,0.17
Pro Evolution Soccer 2015,X360,2014,Sports,Konami Digital Entertainment,0.05,0.1,0,0.01,0.16
NHL 17,XOne,2016,Sports,Electronic Arts,0.13,0.01,0,0.02,0.15
MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.11,0,0,0.02,0.14
Pro Evolution Soccer 2015,XOne,2014,Sports,Konami Digital Entertainment,0.02,0.1,0,0.01,0.14
Rugby 15,PS3,2015,Sports,Bigben Interactive,0.02,0.09,0,0.02,0.13
Pro Evolution Soccer 2016,X360,2015,Sports,Konami Digital Entertainment,0.04,0.08,0,0.01,0.13
Rocket League,XOne,2016,Sports,505 Games,0.03,0.09,0,0.01,0.12
WRC 5: FIA World Rally Championship,PS3,2015,Sports,Bigben Interactive,0.02,0.09,0,0.02,0.12
Don Bradman Cricket 14,PS4,2015,Sports,Tru Blu Entertainment,0.01,0.09,0,0.02,0.12
Tony Hawk's Pro Skater 5,XOne,2015,Sports,Activision,0.08,0.02,0,0.01,0.11
UEFA Euro 2016,PS3,2016,Sports,Konami Digital Entertainment,0,0.08,0.02,0.01,0.11
Rugby 15,PS4,2015,Sports,Bigben Interactive,0.03,0.06,0,0.02,0.11
Pro Evolution Soccer 2016,XOne,2015,Sports,Konami Digital Entertainment,0.03,0.06,0,0.01,0.1
NBA Live 16,XOne,2015,Sports,Electronic Arts,0.08,0.01,0,0.01,0.1
NBA 2K16,PC,2015,Sports,Take-Two Interactive,0.02,0.06,0,0.01,0.09
Rugby 15,XOne,2015,Sports,Bigben Interactive,0.03,0.05,0,0.01,0.09
Madden NFL 17,X360,2016,Sports,Electronic Arts,0.06,0.01,0,0.01,0.08
The Golf Club,PS4,2014,Sports,Unknown,0.05,0.02,0,0.01,0.08
Madden NFL 17,PS3,2016,Sports,Electronic Arts,0.05,0.01,0,0.01,0.08
WRC 5: FIA World Rally Championship,PSV,2015,Sports,Bigben Interactive,0,0.06,0,0.02,0.08
Rugby World Cup 2015,PS3,2015,Sports,Ubisoft,0,0.06,0,0.01,0.07
Tony Hawk's Pro Skater 5,X360,2015,Sports,Activision,0.06,0,0,0.01,0.07
Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0,0.06,0,0.01,0.07
Rugby 15,PSV,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06
Rugby World Cup 2015,PS4,2015,Sports,Ubisoft,0,0.05,0,0.01,0.06
MX vs. ATV Supercross Encore,PS4,2015,Sports,Nordic Games,0,0.05,0,0.01,0.06
Tony Hawk's Pro Skater 5,PS3,2015,Sports,Activision,0.04,0,0,0.01,0.06
Handball 16,PS4,2015,Sports,Bigben Interactive,0,0.05,0,0.01,0.06
NBA 2K17,X360,2016,Sports,Take-Two Interactive,0.04,0,0,0.01,0.05
WRC 5: FIA World Rally Championship,PS4,2015,Sports,Bigben Interactive,0,0.04,0,0.01,0.05
Pro Cycling Manager 2016,PS4,2016,Sports,Focus Home Interactive,0,0.04,0,0.01,0.05
NBA 2K17,PS3,2016,Sports,Take-Two Interactive,0.03,0.01,0,0.01,0.05
Handball 16,PS3,2015,Sports,Bigben Interactive,0,0.04,0,0.01,0.05
